Grid ID 2019,Accidental Fires,Agriculture,Aviation,Biomass,Commercial Cooking,Construction,Forestry,Gas Leakage,Heat and Power Generation,Industrial Processes,Machinery,Rail,Resuspension,River,Road Transport,Waste,nox,nox_hotspot
32,0.0,0.341518077212454,0.0,0.0,0.0,0.0,0.0,0.0,1.3219967074742103,0.0,0.0201595705054914,0.0,0.0,0.0,0.6208128060394179,0.0003156509472856,2.3048028121788593,0
33,0.0,0.233217485788995,0.0,0.0,0.0,0.0,0.0,0.0,1.9795699705394885,0.044909393,0.0259194546264069,0.0,0.0,0.0,1.7438283187581813,0.0040453963095028,4.031490019022574,0
34,0.0,0.240600534382852,0.0,0.0,0.0,0.0,0.0,0.0,1.7100391616041606,0.0,0.0028799181427448,0.0,0.0,0.0,0.2596669579282337,4.50926317240027e-05,2.213231664689715,0
35,0.0,0.279260572963933,0.0,0.0,0.0,0.0,0.0,0.0,1.6844553272342848,0.0,0.0038399204693995,0.0,0.0,0.0,0.4708661433930655,6.01239899591806e-05,2.438482088050642,0
36,0.0,0.489001866019143,0.0,0.0,0.0,0.0,0.0,0.0,1.7355382809680509,0.0,0.0019199568178836,0.0,0.0,0.0,29.186502846568306,3.00619949795903e-05,31.412993012368364,1
37,0.0,0.245082473045436,0.0,0.0,0.0,0.0,0.0,0.0,1.6104509912449185,0.0,0.0047998954615252,0.0,0.0,0.0,0.22923310286226062,7.51549874489758e-05,2.0896416176015893,0
38,0.0,0.273065567364481,0.0,0.0,0.0,0.0,0.0,0.0,1.6404493357245582,0.047666082,0.0124797364003245,0.0,0.0,0.0,20.00483509133609,0.0001954029673673,21.97869121579282,0
39,0.0,0.0780592574239597,0.0,0.0,0.0,0.0,0.0,0.0,1.8988987536772426,0.019084066,0.0623981831464676,0.0,0.0,0.0,3.0499769736543687,0.0015830082664086,5.110000242168447,0
40,0.0,0.243467164381668,0.0,0.0,0.0,0.0,0.0,0.0,0.7119348378141462,0.0,0.0067199547838928,0.0,0.0,0.0,24.962992192663293,0.0001052184554722,25.92521936809847,0
41,0.0,0.142504899060966,0.0,0.0,0.0,0.0,0.0,0.0,1.445724226334392,0.010571798,0.0451191389769919,4.077179133,0.0,0.06359,5.461901945324722,0.0030682551759809,11.249659395873053,0
42,0.0,0.127683706115155,0.0,0.0,0.0,0.0,0.0,0.0,2.316034104259145,0.005691465,0.0230398371634813,0.0,0.0,0.0,1.5941548735206545,0.0004797771528262,4.067083763211262,0
43,0.0,0.0085137834191063,0.0,0.0,0.0,0.0,0.0,0.0,4.017933699848744,0.0055215,0.08447939837701,0.0,0.0,0.0,5.790784804222063,0.0021094818324145,9.909342667699336,0
44,0.0,0.0502700216654711,0.0,0.0,0.0,0.0,0.0,0.0,3.6609617235369223,0.0,0.0739194684546596,0.0,0.0,0.0,8.751783841680899,0.0018457966033627,12.538780851941315,0
45,0.0,0.0689072969992058,0.0,0.0,0.0,0.0,0.0,0.0,1.809626181544344,0.038141251,0.0297594297648645,0.009136002,0.0,0.0,17.043950177095557,0.0004659618541092,18.99998630025808,0
46,0.0,0.173202383538473,0.0,0.0,0.0,0.0,0.0,0.0,1.4616923587505384,0.0,0.0028799796454351,0.0,0.0,0.0,0.3233220607634005,4.50936237738052e-05,1.9611418763216208,0
47,0.0,0.400630873539867,0.0,0.0,0.0,0.0,0.0,0.0,2.29837227516386,0.0,0.007679943443283,0.0,0.0,0.0,0.11088191898650152,0.0001202496633968,2.817685260796908,0
48,0.0,0.225354145520326,0.0,0.0,0.0,0.0,0.0,0.0,2.413973685871386,0.000756396,0.0316797760997868,0.280477887,0.0,0.0,0.8855428039094461,0.0005472756417762,3.838331970042721,0
49,0.0,0.0678572049888666,0.0,0.0,0.0,0.0,0.0,0.0,2.6547111448812872,0.054890146,0.0604788413554871,6.576927822,0.0,0.0,3.3875887481975635,0.0048587038187116,12.807312611241917,0
50,0.0,0.237840652143279,0.0,0.0,0.0,0.0,0.0,0.0,1.9142094277768915,0.0,0.0057599592908703,0.0,0.0,0.0,0.8889560781402889,0.0001646975677459,3.0469308149190755,0
51,0.0,0.186599150766865,0.0,0.0,0.0,0.0,0.0,0.0,2.139103711894535,0.316759532,0.0297597851137419,0.0,0.0,0.0,2.1867901367302625,0.0029327452460669,4.861945061751471,0
