Grid ID 2019,Easting,Northing,Zone,Borough,co2_Accidental Fires,co2_Agriculture,co2_Aviation,co2_Biomass,co2_Commercial Cooking,co2_Construction,co2_Forestry,co2_Gas Leakage,co2_Heat and Power Generation,co2_Industrial Processes,co2_Machinery,co2_Rail,co2_Resuspension,co2_River,co2_Road Transport,co2_Waste,nox,pm10,pm2.5,nox_hotspot
784,504500,179500,Outer,Hillingdon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073934418659256,2.53e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0030900376036695513,0.00919050585153891,0.0015845121581225467,0
785,506500,179500,Outer,Hillingdon,0.0,0.625877027120745,0.0,0.0,0.0,266.1592157,0.0,0.2363,7935.180680956782,0.84353138,8.35492821570841,47.71084411,0.0,0.0385,2456.8622613886487,0.0,15.35423493535169,3.2547862912479353,2.083441911488236,0
786,554500,179500,Non GLA,Non GLA,0.0,7.69865004925061,0.0,0.0,0.0,0.0,0.0,0.02637,1367.608302058172,1.306978497,0.111344293412006,104.3929695,0.0,0.0,317.96045949084805,0.0,3.2005662387410987,0.2884311688965423,0.1653192893133184,0
787,554500,179500,Outer,Havering,0.0,0.0060513075333489,0.0,0.0,0.0,0.0,0.0,0.0,13.994265440921529,0.036642289,8.71166503528253e-05,1.728841747,0.0,0.0,0.6775599507576858,0.0,0.04381741358943757,0.011700337899617835,0.0036774632496687416,0
788,556500,179500,Non GLA,Non GLA,0.0,6.36300995892667,0.0,0.0,0.0,0.0,0.0,0.07933,4901.84475526935,0.901967129,2.94184049044436,0.0,0.0,0.0,7427.589985085659,0.0,18.93926676128996,3.6345117730536707,1.0012379919444365,0
789,508500,178500,Outer,Hillingdon,0.0,5.31989352327116,0.0,0.0,0.0,0.0,0.0,0.17176,6664.948377529681,0.602572336,4.11857702168614,0.0,0.0,0.0,11837.35947761608,0.0,37.68783596093694,6.445222461333762,2.4930208862017795,1
790,510500,178500,Outer,Hillingdon,0.0,0.42776332427582,0.0,0.0,0.0,31.3735893,0.0,0.0,4022.049814052412,0.677292217,0.465324373598522,0.0,0.0,0.0,4347.072429745344,0.0,14.60599973003748,2.578404936480487,1.1277155183704783,0
791,510500,178500,Outer,Ealing,0.0,5.374295576676e-05,0.0,0.0,0.0,0.0,0.0,0.0,27.38756192199929,0.007589213,5.86362069682478e-05,0.0,0.0,0.09349,5.209964182217006,0.0,0.04506625969978081,0.01504310742382849,0.005854703097614305,0
792,510500,178500,Outer,Hounslow,0.0,1.09758118917542,0.0,0.0,0.0,0.0,0.0,0.1319,1643.3422130500799,1.084906475,1.19395714756826,0.0,0.0,0.21544,12995.787055815772,0.0,31.9830190583064,6.189626332962195,2.3455945627890737,1
793,512500,178500,Outer,Hounslow,0.0,0.176087301709907,0.0,0.0,0.0,16.50336752,0.0,0.38688,4875.18487651394,1.063636543,2.38372013101809,0.0,0.0,0.67339,1299.4996247840436,0.0,5.938477050516666,1.166984685411658,0.7960420854270147,0
794,512500,178500,Outer,Ealing,0.0,0.0915436608492636,0.0,0.0,0.0,127.6454513,0.0,0.0,5025.1905276877815,0.76690917,1.23924440319013,0.0,0.0,1.8352,890.0088915231444,0.0,5.889340198791656,1.1999982519749788,0.8424930369518977,0
795,514500,178500,Outer,Hounslow,0.0,7.09366335689436,0.0,0.0,0.0,0.0,0.0,0.00167,1540.172016720345,0.0,0.548105295276095,0.0,0.0,0.0,7087.120928226213,0.0,19.17931892898268,3.7198906950663346,1.2975829054715007,0
796,514500,178500,Outer,Ealing,0.0,0.0092355776625294,0.0,0.0,0.0,0.0,0.0,0.0,253.772870412111,0.0,0.0007136864048135,0.0,0.0,0.0,28.59716859121909,0.0,0.42270061286943267,0.03707586560022647,0.020539798029222078,0
797,516500,178500,Outer,Ealing,0.0,0.307611989499934,0.0,0.0,0.0,13.06516596,0.0,0.0,1677.9345811792896,0.748989756,0.158636069652097,0.0,0.0,0.0,352.5838709451115,0.0,2.2921136970786957,0.6517940818238821,0.4980133007548352,0
798,516500,178500,Outer,Hounslow,0.0,1.83902497837317,0.0,0.0,0.0,0.0,0.0,0.17239,3262.2347972363527,1.8313355,0.948387875125137,11.36272433,0.0,2.08646,9077.718637966927,0.0,24.599222541863945,7.196640361923432,3.917279648041538,0
799,518500,178500,Outer,Hounslow,0.0,2.44365562364746,0.0,0.0,0.0,877.9771816,0.0,0.711477581384182,7127.615315796447,58.30585766,2.65820878073795,28.589306966,0.0,0.0,11863.35749885863,0.0,41.10663685180177,25.679090555266892,4.9164982163090505,1
800,518500,178500,Outer,Ealing,0.0,0.0127393198065457,0.0,0.0,0.0,0.0,0.0,0.0,212.123124706022,4.204080277,0.013838982504606,0.0,0.0,0.0,35.05034353826091,0.0,0.5104746941501231,0.06681962210675325,0.04776597874207231,0
801,544500,178500,Outer,Greenwich,0.0,0.0,0.0,0.0,0.0,205.6786117,0.0,0.47153,12242.711900078777,0.0,1.0590754430191,28.86995884,0.0,0.0,7374.226191012532,0.0,27.476190069573352,5.402966013309163,2.531361033328462,0
802,546500,178500,Outer,Greenwich,0.0,0.0,0.0,0.0,0.0,236.2668085,0.0,0.35311,8652.35109052171,0.0,0.588374966901688,25.39045669,0.0,0.0,3367.255877070465,0.0,13.863449250924395,3.2366511477197655,2.0623201335199117,0
803,548500,178500,Outer,Bexley,0.0,0.208625675706915,0.0,0.0,0.0,102.4466096,0.0,0.16663,4903.762854830211,3.324242255,4.11862644363202,0.0,0.0,0.0,1482.792146441834,0.0,8.126999161699953,1.8521068247587391,1.2496588274233853,0
804,550500,178500,Outer,Bexley,0.0,1.35606763852489,0.0,0.0,0.0,436.6071347,0.0,0.23862,7947.275228846933,8.635853812,1.41210059069213,28.69395483,0.0,0.00255725743275,4312.548248718124,0.0,19.28671699043617,4.012237670016101,1.7159606392261495,0
805,552500,178500,Outer,Bexley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.61293883897415,2.630989676,0.0,0.0,0.0,47.77055396903338,0.0,0.0,0.9875102540318109,0.05190296646334121,0.04267042800043606,0
806,552500,178500,Outer,Havering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01917,77.61702229454657,3.384592367,0.0,0.0,0.0,413.63613120802324,33.03966965520594,0.0,7.933404353735373,0.35239113705535197,0.31927846274370036,0
807,503500,177500,Non GLA,Non GLA,0.0,5.42419441824556,0.0,0.0,0.0,0.0,0.0,0.02554,3596.640434661178,323699.85846534005,1.76510060856218,0.0,0.0,0.0,131.63606737259138,0.0,384.9540861502562,0.7841068261370278,0.6308718240134713,1
808,505500,177500,Outer,Hillingdon,0.0,4.38104513967263,0.0,0.0,0.0,0.0,0.0,0.11673,3451.252021422333,3.730914477,4.23620795414525,0.0,0.0,0.0,2217.279689763363,0.0,12.640093393576946,1.7426190526482261,0.9135260247632129,0
809,554500,177500,Non GLA,Non GLA,0.0,7.3615182484359,0.0,0.0,0.0,0.0,0.0,0.0,891.7811362304819,0.0,0.0,0.0,0.0,112.66503471706952,7.743659604228403,0.0,3.965749714300156,0.21353648545934045,0.1906737323487068,0
810,554500,177500,Outer,Bexley,0.0,0.0007456835112637,0.0,0.0,0.0,0.0,0.0,0.0,1.6232475261350399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004419930516167879,0.009296468252547567,0.001686186657016744,0
811,507500,176500,Outer,Hillingdon,0.0,1.77331898993872,46028.1969365156,0.0,0.0,4.631823286,0.0,0.07788,2755.5038393170303,0.008992797,0.117675328444377,0.157278364,0.0,0.0,4890.83561713549,0.0,244.42581822869124,6.884677721196078,3.448953778767766,1
812,509500,176500,Outer,Hillingdon,0.0,2.29488392563595,6066.75821695853,0.0,0.0,88.6935031,0.0,0.0608,3146.395543765363,0.401784192,0.117675328444377,0.0,0.0,0.0,3919.2639793509065,0.0,40.38105518984,3.2047650711488083,1.6089728223730984,1
813,511500,176500,Outer,Hounslow,0.0,2.71213527704978,4534.52314118539,0.0,0.0,19.68370397,0.0,0.2873,8561.843618074032,3.925365903,7.29585277268931,0.0,0.0,0.0,7011.467582016594,0.0,39.54955210876166,4.1642438516696005,2.147299970483104,1
814,513500,176500,Outer,Hounslow,0.0,2.71213527704978,4532.98419144703,0.0,0.0,435.8426124,0.0,0.31146,7863.756134839304,0.625428851,4.7070014105337,0.0,0.0,0.0,5898.496310763511,0.0,38.743778383606205,4.42809510292683,2.1091170681595983,1
815,515500,176500,Outer,Hounslow,0.0,0.625877027120745,4532.76902959696,0.0,0.0,307.3398288,0.0,0.4153,10624.947890410933,11.01585411,6.00142667278146,28.131578758,0.0,0.0,3188.626895814871,0.0,34.00923658513801,3.1847697566410624,2.007679692185326,1
816,517500,176500,Outer,Hounslow,0.0,1.21315690841172,3740.35107379615,0.0,0.0,0.0,0.0,0.00939,1515.652577586525,0.0,0.102641842637818,0.0,0.0,4.80142,35.49727978691386,0.0,17.454421348597403,0.2721893694730941,0.24914401135911843,0
817,517500,176500,Outer,Richmond,0.0,0.885924261477273,785.144403504964,0.0,0.0,0.0,0.0,0.0,859.0340647382725,0.0,0.0749555010276107,0.0,0.0,5.40976,0.0,0.0,4.317342545957323,0.09414514983328161,0.08444269784164861,0
818,519500,176500,Outer,Richmond,0.0,0.41886811866648,2010.59158952842,0.0,0.0,34.98370095,0.0,0.221669645975453,6405.7241148137,1.080292975,1.59524156889636,1.085477843,0.0,0.665275256128616,1529.0111863518534,0.0,15.239410419042455,1.9446073847891694,1.3722553180032429,0
819,543500,176500,Outer,Greenwich,0.0,1.14744196281797,44.6662339165507,0.0,0.0,0.0,0.0,0.21644,4900.37207677056,2.547704175,5.06002655820674,0.0,0.0,0.0,2460.6094160904495,0.0,10.196118774226647,1.9135787857363284,1.0936512545769161,0
820,545500,176500,Outer,Greenwich,0.0,0.0255980684036843,0.0,0.0,0.0,0.0,0.0,0.0,323.47449283568096,0.172549054,0.1353625214463,0.0,0.0,0.0,9.344647838786313,0.0,0.4039643940158321,0.09792496423236421,0.08541525995235132,0
821,545500,176500,Outer,Bexley,0.0,1.28119250469267,44.6662339165507,0.0,0.0,0.0,0.0,0.25643,6071.49040974518,1.220714594,6.77488850229862,1.901513872,0.0,0.0,2747.502606624862,0.0,10.527231981469386,2.825569672938408,2.018438106743034,0
822,547500,176500,Outer,Bexley,0.0,0.0,44.6662339165507,0.0,0.0,6.962358174,0.0,0.35638,9331.756294597595,1.360599203,8.11957755881966,15.06176842,0.0,0.0,1278.0486704471596,0.0,8.45466317208224,2.3190982368147353,1.9283697644446918,0
823,549500,176500,Outer,Bexley,0.0,0.834492999238425,45.0672249692884,0.0,0.0,55.78482043,0.0,0.33018,7172.229113906975,58.19667154,7.53111212462722,15.18533118,0.0,0.0,2798.813888905086,0.0,13.770178849320512,2.920751596025676,2.0306505661275813,0
824,551500,176500,Outer,Bexley,0.0,0.0,0.0,0.0,0.0,34.89774591,0.0,0.28394,6910.57900881119,10.01276795,7.64887792036234,17.62859834,0.0,0.0,5486.065393435291,0.0,17.9544454251097,4.54638975959248,2.2321804347551932,0
825,503500,175500,Non GLA,Non GLA,0.0,2.69935863574617,10033.5148582535,0.0,0.0,0.0,0.0,0.06786,1866.104069114431,40.39693358,0.480811033518935,0.0,0.0,0.0,7023.112592681089,0.0,115.07192805288652,3.8545550836273184,1.630263493312028,1
826,503500,175500,Outer,Hillingdon,0.0,0.121086611492216,0.0,0.0,0.0,0.0,0.0,0.0,474.01185915061944,8.555912834,0.0215680722431206,0.0,0.0,0.0,12095.350625456229,0.0,25.28377791284507,5.113908686521494,1.3527766020805119,0
827,505500,175500,Outer,Hillingdon,0.0,1.35605121706618,154093.600155083,0.0,0.0,0.0,0.0,0.00735,2540.2514012072825,1.512379183,0.0,0.081242057,0.0,0.0,1.7626027844359924,0.0,439.1008873427056,9.083619549106395,8.390021090996317,1
828,553500,175500,Non GLA,Non GLA,0.0,2.05298314958006,44.6662339165507,0.0,0.0,0.0,0.0,0.05443,2166.7511221581462,5.560611381,0.561445870021471,3.687950686,0.0,0.00309,2873.4346011920143,0.0,8.536450138809464,1.9397871880797162,0.6750590251878159,0
829,553500,175500,Outer,Bexley,0.0,0.178519916888294,0.0,0.0,0.0,0.0,0.0,0.0,301.7798562412583,1.639734301,0.0488213435818627,11.8042447,0.0,0.02762974586229,417.79496808391207,0.0,1.5312014704629306,0.3370865053396547,0.13496136254687555,0
830,507500,174500,Non GLA,Non GLA,0.0,0.000480700882136,0.0,0.0,0.0,0.0,0.0,0.0,67.32577563101883,0.0,0.0,0.0,0.0,0.0,147.99086098368042,0.0,0.498961322973464,0.1137901127367521,0.049665574024768955,0
831,507500,174500,Outer,Hillingdon,0.0,0.270287506719919,41748.3552177629,0.0,0.0,103.1428601,0.0,0.00839,2345.9831900033787,0.0,0.0,0.109711182,0.0,0.0,2044.2624557794177,0.0,88.84083268317633,26.21872980178791,11.610106103016955,1
832,507500,174500,Outer,Hounslow,0.0,0.0003097684256,0.0073279360549149,0.0,0.0,0.0,0.0,0.0,50.319557782551726,0.0,0.0,0.0,0.0,0.0,448.56339990635047,0.0,1.2558398243738653,0.27107744705240744,0.0905100537625901,0
833,509500,174500,Outer,Hillingdon,0.0,0.0011390520902788,0.0,0.0,0.0,0.0,0.0,0.0,33.77554064377778,0.001789105,0.0007371408876008,0.0,0.0,0.0,720.8006741155712,0.0,1.8505103052217342,0.3732865004833917,0.13535648690328542,0
834,509500,174500,Outer,Hounslow,0.0,6.19386072352027,0.0,0.0,0.0,8.165728723,0.0,0.13532,4770.015765135876,0.131922116,4.00909149603503,0.0,0.0,0.0,917.8855947265092,0.0,6.379273202332419,1.2149667743190906,0.8498505787985956,0
835,511500,174500,Outer,Hounslow,0.0,5.2155717282584,0.0,0.0,0.0,134.5164494,0.0,0.13176,3787.3119268541514,4.962666715,1.6474277930981,0.0,0.0,0.0,2032.4190839262728,0.0,9.39115832295952,7.441519685477998,2.190450401520829,0
836,513500,174500,Outer,Richmond,0.0,0.0,0.0,0.0,0.0,53.26628943,0.0,0.0,4090.260468971059,0.561072715,1.34792242450528,10.265276085,0.0,0.0,1115.3948972500816,0.0,4.834360562894428,1.103537961344113,0.7370825509467911,0
837,513500,174500,Outer,Hounslow,0.0,0.0,0.0,0.0,0.0,31.3735893,0.0,0.42259,9421.28871485855,0.785709773,2.6433344503503,20.691668696,0.0,0.0,1813.7370155041697,0.0,11.533697254612749,1.9355767218855189,1.367960396508244,0
838,515500,174500,Outer,Richmond,0.0,0.0952034068509917,0.0,0.0,0.0,49.51010257,0.0,0.0,2245.875140521766,2.22946347,0.411694023385163,0.0,0.0,0.0,3515.150736366462,0.0,10.110955421614209,1.8407034176994903,0.8911089254678684,0
839,515500,174500,Outer,Hounslow,0.0,0.232872705917018,0.0,0.0,0.0,0.0,0.0,0.25223,3272.747260718148,3.48685345,1.00702827039388,0.0,0.0,0.0,1062.932598734158,0.0,44.50973177321572,0.8212335148538455,0.48608711164216456,1
840,517500,174500,Outer,Richmond,0.0,0.417245379974301,0.0,0.0,0.0,325.536459,0.0,0.56796,10822.249231794878,9.498745433,3.2948547485361,11.147452516,0.0,10.87098,4810.926590298538,0.0,20.745407586891172,5.191831623970965,3.2470808386890107,0
841,519500,174500,Outer,Richmond,0.0,5.42415112530897,0.0,0.0,0.0,105.6634687,0.0,0.0627,3193.1232812092203,0.222503389,2.11810397707262,0.0,0.0,0.0,94.50972493371489,0.0,3.450927145596119,0.595176447808202,0.37341755180615105,0
842,521500,174500,Outer,Richmond,0.0,0.140138489311533,0.0,0.0,0.0,0.0,0.0,0.0,295.71140323120005,0.067377125,0.127816879269586,0.0,0.0,0.0,259.6308549367212,0.0,0.865015532111265,0.15930578629996767,0.0982257224608348,0
843,521500,174500,Outer,Wandsworth,0.0,3.38500827969873,0.0,0.0,0.0,166.8483602,0.0,0.1394,6885.5154702519685,0.331141054,3.08739314700164,0.0,0.0,0.0,1144.930153019868,0.0,10.091709141395619,1.3211278967431919,0.5636302333437299,0
844,523500,174500,Outer,Wandsworth,0.0,0.0,0.0,0.0,0.0,111.1398657,0.0,0.46997,12169.225562298498,0.529875367,3.76551836760913,0.0,0.0,0.0,4058.5415928313714,0.0,16.15736131735178,3.4737986288569926,2.1408633838230444,0
845,525500,174500,Outer,Wandsworth,0.0,0.174692970579736,0.0,0.0,0.0,854.3093496,0.0,0.444812088940041,11077.185446441581,4.085222963,0.0761416277285684,0.0,0.0,0.0,4297.728645933744,0.0,22.598620107769623,6.363137214554433,2.8503493885881253,0
846,527500,174500,Outer,Wandsworth,0.0,2.28019791654274,0.0,0.0,0.0,456.5072131,0.0,0.603376881553953,14625.771306350021,0.960007021,0.703779398816195,116.86708259,0.0,0.0,2220.519763896359,0.0,13.526026141960696,2.885517784644372,2.236383588627166,0
847,529500,174500,Outer,Wandsworth,0.0,6.4939404884835e-05,0.0,0.0,0.0,51.57302351,0.0,0.0,385.68385813090276,0.005295386,0.0001834475618006,0.0,0.0,0.0,27.983467603224135,0.0,0.3857123710423018,0.06461939874972102,0.047123068657187,0
848,529500,174500,Outer,Lambeth,0.0,0.0004127757574863,0.0,0.0,0.0,82.6887477,0.0,0.0321556099775151,873.8435942747154,0.294377218,0.025700249514183,0.0,0.0,0.0,224.8610366073869,0.0,1.2234418120210717,0.1832408755752721,0.09442501857920998,0
849,541500,174500,Outer,Greenwich,0.0,0.910584067444863,0.0,0.0,0.0,0.0,0.0,0.116487322083923,2864.5701901070506,0.361134214,2.57277834016551,0.353180865,0.0,2.62850467998413e-05,1949.86085519488,0.0,6.980626175680453,1.644275681717353,0.9172577921587586,0
850,543500,174500,Outer,Greenwich,0.0,3.44227737050774,0.0,0.0,0.0,0.0,0.0,0.23642,6031.700244779315,0.156209474,6.0013429067715,0.0,0.0,0.0,3853.690030589227,0.0,14.205150662684371,2.6477847076559113,1.3326338952877637,0
851,545500,174500,Outer,Bexley,0.0,0.0,0.0,0.0,0.0,109.4207649,0.0,0.34068,7312.047589475256,2.861729422,7.93227676056108,0.0,0.0,0.0,5855.08690420856,0.0,18.615989590084272,4.565338495650129,2.3679710847104403,0
852,545500,174500,Outer,Greenwich,0.0,0.0,0.0,0.0,0.0,31.3735893,0.0,0.0,1193.3690861450746,0.370605285,0.133033826369561,0.0,0.0,0.0,157.15708298330094,0.0,1.160286288351499,0.17043851170959703,0.10615645687153244,0
853,547500,174500,Outer,Bexley,0.0,2.19053973772496,15.3699157010161,0.0,0.0,31.3735893,0.0,0.19777,5193.951278894261,0.997381264,4.47158876679758,0.0,0.0,0.0,11658.36325642565,0.0,31.213434036521836,7.090978343057482,3.0106159160439017,1
854,549500,174500,Outer,Bexley,0.0,1.04310598563634,0.0,0.0,0.0,93.4331276,0.0,0.18157,4901.84474066857,0.384155606,8.23707195268253,0.0,0.0,0.0,13029.006357301569,0.0,35.3734363670046,7.678074424149136,2.9885743763466808,1
855,551500,174500,Non GLA,Non GLA,0.0,6.120725517881e-05,0.0,0.0,0.0,0.0,0.0,0.0,82.73594488063476,0.118238459,0.0002755901727507,0.0,0.0,0.0,5.92065552228593,0.0,0.053931509381686185,0.021838722437993965,0.012455154500298764,0
856,551500,174500,Outer,Bexley,0.0,0.923710037960952,0.0,0.0,0.0,605.3545598,0.0,0.24274,5039.484378498624,14.53150611,4.16813550615561,125.3009168,0.0,0.0,4215.454652030699,0.0,17.766021590731143,5.544721752593325,2.009403062948762,0
857,503500,173500,Non GLA,Non GLA,0.0,7.40621521974519,0.0,0.0,0.0,0.0,0.0,0.0,944.3279619669735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0994214122881654,0.1577946868390266,0.13830090551673363,0
858,505500,173500,Non GLA,Non GLA,0.0,0.312934781410667,0.0,0.0,0.0,0.0,0.0,0.12072,3347.813572234054,0.186689667,5.29531355292793,0.0,0.0,0.0,967.804335895078,0.0,5.1323230334544725,1.085614718017576,0.7055942485153531,0
859,553500,173500,Non GLA,Non GLA,0.0,2.29485630772812,0.0,0.0,0.0,0.0,0.0,0.25459,6413.356323387424,1.173073718,4.11857702168614,0.0,0.0,0.0,2213.3235871341917,0.0,9.631707310799488,1.9662663984540842,1.2508953188842689,0
860,507500,172500,Non GLA,Non GLA,0.0,0.577740506642376,0.0,0.0,0.0,0.0,0.0,0.0,1197.4006856301444,0.216683389,0.651746466412672,15.384820415,0.0,0.0,402.458990644278,0.0,2.0626728976878206,0.42059950013314407,0.27726601649363763,0
861,507500,172500,Outer,Hounslow,0.0,0.518335133341635,0.0,0.0,0.0,0.0,0.0,0.0292,776.3545216679865,0.205240966,0.584731983128761,25.310763503,0.0,0.0,1231.9437489628194,0.0,4.141383560721247,0.7875933807780637,0.3338052062178511,0
862,509500,172500,Outer,Hounslow,0.0,3.85952275048205,0.0,0.0,0.0,133.8201989,0.0,0.13902,5632.96126253312,0.856335672,5.41297631647081,31.437419623,0.0,0.0,2112.5913039932334,0.0,10.277703452629277,1.8194436550382203,1.1861729426561094,0
863,511500,172500,Outer,Hounslow,0.0,5.2155717282584,0.0,0.0,0.0,102.4466096,0.0,0.14028,4044.353614565186,58.58669223,3.41252840166028,0.0,0.0,0.0,2464.6609636613043,0.0,11.563840537918752,2.0474561169484553,1.121962148362251,0
864,513500,172500,Outer,Hounslow,0.0,0.138632940120122,0.0,0.0,0.0,0.0,0.0,0.0,1168.6799542401995,0.118725572,0.242154132217271,0.0,0.0,0.0,3656.665539907207,0.0,9.125286710904271,1.6160502624667301,0.6695809346630699,0
865,513500,172500,Outer,Richmond,0.0,2.03319753112853,0.0,0.0,0.0,45.89999093,0.0,0.16705,3826.579172194065,0.454674156,3.55144846554935,0.0,0.0,0.0,4239.590445795662,0.0,12.70296926289445,2.552086054686047,1.332639396966008,0
866,515500,172500,Outer,Richmond,0.0,2.08622839273139,0.0,0.0,0.0,108.5612145,0.0,0.3671,8579.994993434693,2.235049047,5.88366925364733,0.927396549,0.0,0.0,2060.956733802151,0.0,10.972207882193523,2.238940877749309,1.4472997685267144,0
867,517500,172500,Outer,Richmond,0.0,1.98191704773781,0.0,0.0,0.0,200.2634442,0.0,0.23566,4551.011534261213,0.824197176,8.59015741188273,0.0,0.0,0.0,1670.4645543933661,0.0,7.173835438673072,1.5901113185055304,0.8633775264720951,0
868,519500,172500,Outer,Richmond,0.0,3.65087094972719,0.0,0.0,0.0,0.0,0.0,0.00012,620.437546848377,0.0,0.0,0.0,0.0,0.0,148.67710523140286,0.0,1.3894673765725214,0.1874268089254607,0.14104853575940537,0
869,521500,172500,Outer,Richmond,0.0,2.40437101584184,0.0,0.0,0.0,0.0,0.0,0.10456,337.1043989515884,0.0,0.301373350614803,0.0,0.0,0.0,92.99129003299707,0.0,0.8247688401711586,0.1099689388182815,0.07784714325500078,0
870,521500,172500,Outer,Wandsworth,0.0,0.481938462978538,0.0,0.0,0.0,0.0,0.0,0.0,951.9826042687046,0.0,0.0604078580787885,0.0,0.0,0.0,2771.1320037839682,0.0,7.536894393177096,1.6014087759136384,0.5895138551567243,0
871,521500,172500,Outer,Kingston,0.0,0.101567468529706,0.0,0.0,0.0,19.59774893,0.0,0.0,989.1771226356627,0.0,0.0127307581929061,0.0,0.0,0.0,2339.440077756124,0.0,6.291648109145799,1.3157938662446103,0.5078827946917818,0
872,523500,172500,Outer,Wandsworth,0.0,0.309646757519659,0.0,0.0,0.0,0.0,0.0,0.0,2903.136560485449,0.112978174,1.04793540135523,0.0,0.0,0.0,697.2066808294904,0.0,3.416373662240675,0.5625860253861091,0.30407411815279517,0
873,523500,172500,Outer,Merton,0.0,0.482196727738195,0.0,0.0,0.0,329.3797102,0.0,0.19397,2511.719378122763,0.140985204,1.63189422421211,0.0,0.0,0.0,930.9832867761509,0.0,5.419961327586228,0.8341467222861435,0.3835571074119554,0
874,525500,172500,Outer,Merton,0.0,0.221264973901339,0.0,0.0,0.0,208.7296347,0.0,0.52007,6896.918185111824,26.25444736,0.43681377445036,99.246825976,0.0,0.0,1926.8945376167153,0.0,9.964219088879206,3.334112992010496,2.650444764081902,0
875,525500,172500,Outer,Wandsworth,0.0,0.0308208387022957,0.0,0.0,0.0,62.74717861,0.0,0.0,4059.2680868283232,9.79868385,0.0608451166507517,22.433586748,0.0,0.0,705.3716419008364,0.0,4.18004426011751,0.8288258526705308,0.5978263591353729,0
876,527500,172500,Outer,Wandsworth,0.0,0.417242394254536,0.0,0.0,0.0,439.2166297,0.0,0.55715,13278.598261207819,0.386212366,2.70646637907282,0.0,0.0,0.0,3608.2053055593897,0.0,18.332951899621907,5.75153997522956,2.246817503537351,0
877,529500,172500,Outer,Lambeth,0.0,0.620185498819057,0.0,0.0,0.0,73.06178331,0.0,0.26817,6778.803876226979,1.128176326,0.58768808562006,1.249042899,0.0,0.0,1107.9622623000907,0.0,6.578577221074794,1.0018034402916007,0.6382611200257231,0
878,529500,172500,Outer,Wandsworth,0.0,0.684500888273045,0.0,0.0,0.0,80.96964691,0.0,0.0,1559.6207090458242,1.185233882,0.648633721482757,123.7000299,0.0,0.0,430.7899058463018,0.0,2.9278609160064857,0.4202765512859508,0.25079218805595643,0
879,531500,172500,Outer,Lambeth,0.0,0.0,0.0,0.0,0.0,828.4909356,0.0,0.489128750958731,12879.751788665708,0.465309958,2.43774334381813,27.80480344,0.0,0.0,4354.9017385909865,0.0,18.90504203699419,4.009479832257622,2.426056981548131,0
880,533500,172500,Outer,Southwark,0.0,4.38108022187986,0.0,0.0,0.0,0.0,0.0,0.17725,3509.3283777543875,0.0,4.00089499196097,7.88076546,0.0,0.0,790.8302685937832,0.0,5.195535730177432,0.6744952495041956,0.469506694594317,0
881,535500,172500,Outer,Lewisham,0.0,0.0,0.0,0.0,0.0,548.0880964,0.0,0.457461607729875,10728.074532991295,5.211711462,3.39296066173487,183.289271539,0.0,0.0,3041.647804742801,0.0,15.01680157911248,3.3604719073841514,2.238413416936774,0
882,537500,172500,Outer,Lewisham,0.0,1.04311419636569,0.0,0.0,0.0,125.948858,0.0,0.29193,8345.280182436376,2.722170847,1.88277426168636,58.1727864,0.0,0.0,2520.4784040054687,0.0,11.320807629268483,2.7127723529731025,1.5744013641089154,0
883,539500,172500,Outer,Lewisham,0.0,0.834491506378542,0.0,0.0,0.0,133.8201989,0.0,0.29708,7235.95852705558,0.0,6.5897103347323,2.197890746,0.0,0.0,1806.3697283978668,0.0,8.453734420881613,2.881894725028939,1.8906899496879237,0
884,541500,172500,Outer,Lewisham,0.0,0.591616639249377,0.0,0.0,0.0,190.8449125,0.0,0.0,2631.1519694810167,0.121054338,0.339997020144788,0.0,0.0,0.0,807.5398061471423,0.0,3.829511488567559,0.8684167938240396,0.401188700804086,0
885,541500,172500,Outer,Bromley,0.0,2.50304233619967,0.0,0.0,0.0,31.66307826,0.0,0.16636,1658.4134013105393,0.248996768,1.43847515658645,0.0,0.0,0.0,788.1922119242528,0.0,3.579603706685142,1.191169327814684,0.41405506924429214,0
886,543500,172500,Outer,Greenwich,0.0,1.56467166776351,0.0,0.0,0.0,53.36323587,0.0,0.25856,7067.841659758085,0.337809694,8.47248459641865,0.0,0.0,0.0,5778.563001651925,0.0,18.601490894636434,3.8884613792231835,2.100284279427278,0
887,545500,172500,Outer,Bromley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97673679782099,0.000123583,1.67532019909279e-06,0.0,0.0,0.0,0.0,0.0,0.00444966407222304,0.009261535173960186,0.0016529307028206608,0
888,545500,172500,Outer,Bexley,0.0,0.625344076142725,0.0,0.0,0.0,132.6286255,0.0,0.27929,8034.782535648775,0.29768776,10.1114335939891,117.6720327,0.0,0.0,1348.2351926349997,0.0,10.127811012100329,2.0598122484846737,1.5821899951455964,0
