Grid ID 2019,Easting,Northing,Zone,Borough,co2_Accidental Fires,co2_Agriculture,co2_Aviation,co2_Biomass,co2_Commercial Cooking,co2_Construction,co2_Forestry,co2_Gas Leakage,co2_Heat and Power Generation,co2_Industrial Processes,co2_Machinery,co2_Rail,co2_Resuspension,co2_River,co2_Road Transport,co2_Waste,nox,pm10,pm2.5,nox_hotspot
2162,536500,161500,Non GLA,Non GLA,0.0,0.717135551732469,7.33003604550757,0.0,0.0,0.0,0.0,0.0,77.6205476231516,0.0,0.080899537093992,0.0,0.0,0.0,0.0,0.0,0.19252311912038775,0.028205178148818,0.01924885272930954,0
2163,536500,161500,Outer,Croydon,0.0,1.42998659560242,10.7309447049553,0.0,0.0,0.0,0.0,0.32007,885.0644446180445,0.0,0.161316581970645,0.0,0.0,0.0,29.28251085876095,0.0,0.8689266367794832,0.10394605840029054,0.0814664694377756,0
2164,538500,161500,Outer,Non GLA,0.0,0.0817348249918887,6.24110778402233,0.0,0.0,0.0,0.0,0.13003,38.53666670502828,0.027304599,0.23864768704057,0.0,0.0,0.0,2.0177278048266514,0.0,0.113522192640436,0.021447792229481424,0.012448001053223495,0
2165,538500,161500,Outer,Croydon,0.0,1.09359898543909,2.07065342972247,0.0,0.0,12.7213458,0.0,0.10987,4118.184885673409,0.099876128,3.19306815685992,0.0,0.0,0.0,724.7496451699246,0.0,4.3550873698136625,0.8468807730733312,0.5747477875140551,0
2166,540500,161500,Outer,Bromley,0.0,8.34491431735548,0.0,0.0,0.0,0.0,0.0,0.0,528.3279531864976,0.0,0.588366590300693,0.0,0.0,0.0,294.8997627896875,0.0,1.70118258558809,0.23445308406191795,0.1372799129066843,0
2167,542500,161500,Outer,Bromley,0.0,7.51042281097694,92.8846623585042,0.0,0.0,0.0,0.0,0.18495,477.2420145378345,0.0,0.588366590300693,0.0,0.0,0.0,59.58167984587709,0.0,1.3355437058808206,0.1864604008709786,0.1541481718315174,0
2168,544500,161500,Outer,Bromley,0.0,7.30180012098979,0.0,0.0,0.0,0.0,0.0,0.00144,445.43323766535417,0.0,1.76510060856218,0.0,0.0,0.0,289.47247353822985,0.0,1.7332769924480738,0.268737501492595,0.16906723680508232,0
2169,546500,161500,Outer,Bromley,0.0,8.65784909876615,0.0,0.0,0.0,31.3735893,0.0,0.00239,562.4443076569838,0.01097915,0.353020121712436,0.0,0.0,0.0,172.50828063833322,0.0,1.6148003441068903,0.26018507206738944,0.17824060017667265,0
2170,548500,161500,Non GLA,Non GLA,0.0,6.36299726961767,0.0,0.0,0.0,0.0,0.0,0.00087,616.9271740924288,0.0,1.76510060856218,0.0,0.0,0.0,168.0992855926607,0.0,1.018316042227856,0.3385769624652185,0.25218030285922716,0
2171,550500,161500,Non GLA,Non GLA,0.0,2.92071989910993,0.0,0.0,0.0,0.0,0.0,0.1474,371.9867234818581,0.0,0.0,14.34954067,0.0,0.0,9373.918994035424,0.0,20.098992718316154,3.3541571407590105,0.7779723708976559,0
2172,516500,159500,Non GLA,Non GLA,0.0,2.98187788991262,0.0,0.0,0.0,0.0,0.0,0.0,894.1569937335432,0.0,2.01830766579296,0.0,0.0,0.0,1101.5202467098673,0.0,3.6312327969881992,0.7279025834638001,0.3427359654523015,0
2173,516500,159500,Outer,Kingston,0.0,0.0017794889798327,0.0,0.0,0.0,0.0,0.0,0.00301,14.091574105310272,0.0,0.0012045552231477,0.0,0.0,0.0,67.88673122591008,0.0,0.18531222634656175,0.08004615720085471,0.04956589309988804,0
2174,518500,159500,Non GLA,Non GLA,0.0,0.104312837853458,0.0,0.0,0.0,0.0,0.0,0.00081,2726.2177884644643,0.983617719,5.64840152510843,3.296457924,0.0,0.0,305.32702375746726,0.0,2.1324624617304297,0.6160795160034737,0.5176971252347544,0
2175,520500,159500,Non GLA,Non GLA,0.0,1.77331898993872,0.0,0.0,0.0,0.0,0.0,0.0,3516.5885694360563,0.9811031,7.53120259191797,0.0,0.0,0.0,953.3177280226337,0.0,4.523094740616169,0.8637338139586225,0.5412555001927806,0
2176,522500,159500,Non GLA,Non GLA,0.0,5.63289622980647,0.0,0.0,0.0,0.0,0.0,0.00023,2670.54617902069,0.2332039,4.94235206742246,0.112240821,0.0,0.0,880.0157694936883,0.0,3.9804719866364144,0.8340658893624869,0.5512841267703156,0
2177,524500,159500,Non GLA,Non GLA,0.0,0.104312837853458,0.0,0.0,0.0,0.0,0.0,0.02428,5442.523617049336,0.201977935,11.1791285594326,0.0,0.0,0.0,1681.702631113051,0.0,7.02010414735606,1.4181488482845266,0.8810855907573424,0
2178,526500,159500,Non GLA,Non GLA,0.0,7.30190238189173,0.0,0.0,0.0,0.0,0.0,0.0,1700.713716438276,0.768500646,3.1772263290573,0.0,0.0,0.0,195.67788990144507,0.0,2.6430545569861943,0.3558020471918983,0.2845537704414118,0
2179,528500,159500,Non GLA,Non GLA,0.0,0.281454098640346,0.0,0.0,0.0,0.0,0.0,0.29631,446.4315119494534,0.0,0.97898173494087,0.365933535,0.0,0.0,216.40925946331794,0.0,1.0113429330026151,0.2718399473416629,0.1953031816669638,0
2180,528500,159500,Outer,Sutton,0.0,0.0710354982146562,0.0,0.0,0.0,0.0,0.0,0.11215,930.7820560605225,0.0,0.247083761903101,0.0,0.0,0.0,99.60741200916644,0.0,0.6769089700664298,0.1436073309977241,0.0988279436686585,0
2181,528500,159500,Outer,Croydon,0.0,0.616533963546682,0.0,0.0,0.0,33.95224048,0.0,0.0,4480.357740274625,0.0,2.14448943254823,1.16812405,0.0,0.0,773.8507485783036,0.0,3.8272362204398056,1.1437786920850193,0.8688205083277687,0
2182,530500,159500,Outer,Croydon,0.0,2.08623287131103,0.0,0.0,0.0,23.55168074,0.0,0.14063,4545.1068091481075,0.361987551,8.11948039024811,40.360533781,0.0,0.0,1299.625050299916,0.0,6.093944350390462,1.2111441813031658,0.7613692138912015,0
2183,532500,159500,Outer,Croydon,0.0,1.04312912496452,0.0,0.0,0.0,87.33031981,0.0,0.12284,3769.7677317618563,0.793361046,9.17865300183875,0.329854444,0.0,0.0,1050.3473632884345,0.0,4.790142126494099,1.0552061326897033,0.6041481744533848,0
2184,534500,159500,Non GLA,Non GLA,0.0,2.15938375197906,0.0,0.0,0.0,0.0,0.0,0.0,1027.9281452316443,0.584537901,1.60949603081034,0.0,0.0,0.0,78.49938680668396,0.0,0.9525192945528799,0.1762145431509981,0.1431113936197102,0
2185,534500,159500,Outer,Croydon,0.0,0.897614847216426,0.0,0.0,0.0,43.32133975,0.0,0.01359,1749.3364263048104,0.376870893,0.669036608527409,0.0,0.0,0.0,775.4116030689111,0.0,3.069060364967304,0.7660562694106032,0.48108629441721523,0
2186,536500,159500,Non GLA,Non GLA,0.0,7.61484089545211,0.0,0.0,0.0,0.0,0.0,0.17631,939.3679213190037,0.0,1.88280022914944,0.0,0.0,0.0,383.4813279190278,0.0,1.736564978647708,0.42663249236469064,0.3041683936036847,0
2187,538500,159500,Non GLA,Non GLA,0.0,8.44924283023771,0.0,0.0,0.0,0.0,0.0,0.14827,156.6253347302305,0.0,0.117673653124178,0.0,0.0,0.0,91.46627129112603,0.0,0.7172851533048115,0.10566371741249742,0.06896944229402464,0
2188,540500,159500,Non GLA,Non GLA,0.0,0.0309746032701839,0.0,0.0,0.0,0.0,0.0,0.09353,8.605711551234151,0.035769068,0.0007438421683972,0.0,0.0,0.0,0.0,0.0,0.024061524294782543,0.01159752586616729,0.0038145004009321267,0
2189,540500,159500,Outer,Bromley,0.0,8.7341342387573,27.3641251217487,0.0,0.0,0.0,0.0,0.0,630.402334251673,0.600639056,0.209637004812979,0.0,0.0,0.0,25.625443050675955,0.0,1.3111317706726042,0.11177933809440274,0.09143056636605491,0
2190,542500,159500,Outer,Bromley,0.0,5.84152190551339,456.433696813162,0.0,0.0,54.92527004,0.0,0.0201,1281.0698374333197,0.0,3.05955100061292,0.0,0.0,0.0,221.9535892417838,0.0,2.7204651700553915,0.4114297155780338,0.31932179214144996,0
2191,544500,159500,Outer,Bromley,0.0,7.19758954403828,14.1731798615426,0.0,0.0,0.0,0.0,0.0,591.5002190471756,0.156161788,1.29442526224775,0.0,0.0,0.0,234.85901101628036,0.0,1.6439528218316057,0.30103430581544977,0.21856804786243783,0
2192,546500,159500,Non GLA,Non GLA,0.0,8.55062593057193,0.0,0.0,0.0,0.0,0.0,0.12773,241.10119875214968,0.0,0.1176334454394,0.0,0.0,0.0,43.98846331547394,0.0,0.6447984916128682,0.10029552153218267,0.07726357242184696,0
2193,546500,159500,Outer,Bromley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00206,0.0809745509785661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031821914802152703,0.00920855773557202,0.0016018717759515718,0
2194,548500,159500,Non GLA,Non GLA,0.0,5.42427055409956,0.0,0.0,0.0,0.0,0.0,0.00773,773.7260270840326,0.730199015,2.82420118138426,0.0,0.0,0.0,287.9628535993833,0.0,1.4360475462153246,0.38311507699102637,0.28374777419176284,0
2195,550500,159500,Non GLA,Non GLA,0.0,4.4854542669885,0.0,0.0,0.0,0.0,0.0,0.02128,391.8372261429865,0.019213516,1.17675077146348,35.67117176,0.0,0.0,10056.427928504601,0.0,21.69082747738571,3.6646534369121118,0.8851210449667499,0
2196,528500,157500,Non GLA,Non GLA,0.0,4.39274542900101,0.0,0.0,0.0,0.0,0.0,0.00191,1171.6611279513697,0.0,2.01090442583317,6.760527352,0.0,0.0,1019.2646273866628,0.0,3.512389697378784,0.5690046633027606,0.2635920194407987,0
2197,528500,157500,Outer,Croydon,0.0,0.34449757147452,0.0,0.0,0.0,62.74717861,0.0,0.02834,306.19242223761773,0.0,0.157703753961302,0.0,0.0,0.0,90.34473029367896,0.0,0.6760726270454636,0.1283634672501053,0.06793478869565493,0
2198,530500,157500,Non GLA,Non GLA,0.0,0.0034858278254273,0.0,0.0,0.0,0.0,0.0,0.00508,29.20487160588662,0.0,0.0020413776625945,0.0,0.0,0.0,0.0,0.0,0.03756233194059631,0.0124832188181456,0.004634140792206723,0
2199,530500,157500,Outer,Croydon,0.0,5.15268500571188,0.0,0.0,0.0,102.4466096,0.0,0.01026,1594.301148233125,0.0,3.01814713721254,0.0,0.0,0.0,201.11556805155504,0.0,2.0900610627348364,0.534715741614342,0.30908017088935086,0
2200,532500,157500,Non GLA,Non GLA,0.0,0.0424151349790329,0.0,0.0,0.0,0.0,0.0,0.0,1043.9798992240417,0.004881236,0.0430641057176803,0.0,0.0,0.0,124.22442747987367,0.0,0.7053988744446865,0.16001653387902956,0.11638552134443375,0
2201,532500,157500,Outer,Croydon,0.0,2.44313685483832,0.0,0.0,0.0,0.0,0.0,0.12737,1463.1633684278788,0.037046101,2.48048578805759,0.0,0.0,0.0,311.52018375648885,0.0,1.8398069643253494,0.392101239899833,0.29156489526652046,0
2202,534500,157500,Non GLA,Non GLA,0.0,2.29485630772812,0.0,0.0,0.0,0.0,0.0,0.21995,2980.5441192268654,2.449195792,6.82507020588215,280.79963948100004,0.0,0.0,2023.980522390259,0.0,6.521666040062637,1.4138193230515737,0.6209345067639758,0
2203,536500,157500,Non GLA,Non GLA,0.0,5.52858339195302,0.0,0.0,0.0,0.0,0.0,0.08862,980.7138686844162,0.0,2.35350070526685,0.0,0.0,0.0,206.0225036772016,0.0,1.3612379116931883,0.21921487385581007,0.14845186969108934,0
2204,538500,157500,Non GLA,Non GLA,0.0,9.80529404730389,0.0,0.0,0.0,0.0,0.0,0.22665,148.3581260588528,0.0,0.117673653124178,0.0,0.0,0.0,943.7755597748917,0.0,2.885714233154454,0.5244748951036267,0.23741855766899203,0
2205,540500,157500,Non GLA,Non GLA,0.0,1.25911012131207,32.9159340669659,0.0,0.0,0.0,0.0,0.05286,76.5743714989026,0.0,0.0855661415085649,0.0,0.0,0.0,47.1946215238953,0.0,0.43514463896460315,0.05192350618318616,0.02971295896791929,0
2206,540500,157500,Outer,Bromley,0.0,3.31362270584165,4.19981637582513,0.0,0.0,0.0,0.0,0.0,602.9251102122313,0.0,0.225185651580759,0.0,0.0,0.0,48.21560144431844,0.0,0.9032760558898649,0.11440684813211142,0.08926089683894316,0
2207,542500,157500,Non GLA,Non GLA,0.0,1.3166277732915,0.0,0.0,0.0,0.0,0.0,0.0,366.2330864657572,0.044887741,0.61348717902599,0.0,0.0,0.0,134.88771766239694,0.0,0.601908328413685,0.11849664988925124,0.06299592039809417,0
2208,542500,157500,Outer,Bromley,0.0,1.0880052394597,0.0,0.0,0.0,0.0,0.0,0.19703,394.1377069768846,0.040804823,0.506959431186376,0.0,0.0,0.0,25.773368337628845,0.0,0.5491797139101775,0.06642014614184966,0.04833816741113608,0
2209,544500,157500,Outer,Bromley,0.0,8.44934434470971,0.0,0.0,0.0,0.0,0.0,0.19544,412.1029771739586,0.0,0.235349819228655,0.0,0.0,0.0,49.88283746303155,0.0,1.0436088210647114,0.11085412643669376,0.0838466565397598,0
2210,546500,157500,Non GLA,Non GLA,0.0,8.34503150685625,0.0,0.0,0.0,0.0,0.0,0.16018,202.8484416412322,0.0,0.117675328444377,0.0,0.0,0.0,54.04629505771712,0.0,0.7091886534139671,0.09751476004500605,0.07252836862168924,0
2211,548500,157500,Non GLA,Non GLA,0.0,8.44934434470971,0.0,0.0,0.0,0.0,0.0,0.11539,207.87904125938627,0.0,0.353025147673033,0.0,0.0,0.0,76.48375874435042,0.0,0.7891037849287798,0.11048798487773834,0.07797653156895895,0
2212,550500,157500,Non GLA,Non GLA,0.0,7.82346657115902,14.1731812788553,0.0,0.0,0.0,0.0,0.0,1415.2913346007547,0.0,1.0590754430191,0.0,0.0,0.0,107.20747826797394,0.0,1.2037526293732856,0.26724907283226934,0.22467905145192674,0
2213,528500,155500,Non GLA,Non GLA,0.0,7.61484089545211,0.0,0.0,0.0,0.0,0.0,0.04346,612.0692228741281,0.0,1.29442526224775,53.485326371,0.0,0.0,3617.6160753984987,0.0,10.603283952116959,1.8925061802909326,0.7604053057271156,0
2214,530500,155500,Non GLA,Non GLA,0.0,8.28452962797188,0.0,0.0,0.0,0.0,0.0,0.00025,588.368138203247,0.0,0.225199054142352,0.0,0.0,0.0,500.756259969697,0.0,2.4132288409404037,0.3136001139312538,0.18257731263795382,0
2215,530500,155500,Outer,Croydon,0.0,0.0041135754059807,0.0,0.0,0.0,0.0,0.0,0.0,19.10070322499563,0.0,0.0001122464533392,0.0,0.0,0.0,8.914831271495222,0.0,0.04610049504822952,0.015959380016896178,0.005709274310629084,0
2216,532500,155500,Non GLA,Non GLA,0.0,4.17251575342813,0.0,0.0,0.0,0.0,0.0,0.00244,3408.916985379776,0.377433131,6.35445182045449,0.0,0.0,0.0,1135.1249051549357,0.0,4.277629367506694,0.8679046555970257,0.5509114271356401,0
2217,534500,155500,Non GLA,Non GLA,0.0,3.44228408837722,0.0,0.0,0.0,0.0,0.0,0.04815,3023.3592259275115,0.427851395,4.3539243279345,0.184683208,0.0,0.0,2043.0982470267802,0.0,6.18869346703515,1.4901546388395137,0.7630010693632363,0
2218,536500,155500,Non GLA,Non GLA,0.0,5.21564487839264,0.0,0.0,0.0,0.0,0.0,0.01243,561.551370310185,0.0,2.70652585293989,275.64153984300003,0.0,0.0,221.70019209241622,0.0,1.7426926026639455,0.22259276911473608,0.1496567688402545,0
2219,538500,155500,Non GLA,Non GLA,0.0,9.07511239305904,7.27010786905273,0.0,0.0,0.0,0.0,0.00213,358.5036169601615,0.0,0.0,0.0,0.0,0.0,10.079393642654965,0.0,0.6396276954998952,0.09279873129075174,0.0791335114299219,0
2220,526500,199500,Non GLA,Non GLA,0.0,7.20002439850649,0.0,0.0,0.0,0.0,0.0,0.0,913.022442648806,0.0,0.0882860238517921,232.08345039,0.0,0.0,3111.452659104954,0.0,10.14687849473848,1.7183310780889258,0.642456779504704,0
2221,526500,199500,Outer,Enfield,0.0,0.171872958261863,0.0,0.0,0.0,0.0,0.0,0.05912,122.43514368307402,0.0,0.0021075528104587,0.0,0.0,0.0,254.56728527509887,0.0,0.804669345255686,0.16066536316364566,0.06289465308073766,0
2222,528500,199500,Outer,Enfield,0.0,8.24071866900279,7.26534621856929,0.0,0.0,0.0,0.0,0.01463,497.6131005770017,0.0,0.941400114574721,0.0,0.0,0.0,959.1152334373212,0.0,3.7477077765083266,0.6367807660583026,0.2646862154139338,0
2223,530500,199500,Outer,Enfield,0.0,9.28373582947613,7.26528664286105,0.0,0.0,0.0,0.0,0.04341,573.45396757771,0.0,0.235347306248357,2.998424478,0.0,0.0,354.07737949476774,0.0,2.4358737706037648,0.26287018462441397,0.16272030344416294,0
2224,532500,199500,Outer,Enfield,0.0,3.96389007772121,0.0,0.0,0.0,0.0,0.0,0.0,514.7462928578816,0.0,0.235349819228655,0.0,0.0,0.0,342.0860551027842,0.0,2.138164039526541,0.3126267137876738,0.20025967585740168,0
2225,534500,199500,Outer,Enfield,0.0,3.23366065196012,0.0,0.0,0.0,0.0,0.0,0.0,2133.5206900247817,0.460019138,6.58972289963379,0.0,0.0,0.0,11366.537281428762,0.0,24.57976697131524,5.735502757153603,1.9039977465663955,0
2226,536500,199500,Non GLA,Non GLA,0.0,0.0012442987119887,0.0,0.0,0.0,0.0,0.0,0.06239,95.38675520653369,1.321286511,0.0035558671225744,0.096416807,0.0,0.0,0.6862597390396297,0.0,0.191216885333494,0.02101840357194289,0.012364205704413466,0
2227,536500,199500,Outer,Enfield,0.0,1.4776812295556,44.6662339165507,0.0,0.0,31.3735893,0.0,0.0,4166.835043869573,45.53190337,4.22298297649361,11.23658563,0.0,0.0,13698.605524481514,0.0,31.172517263740854,6.4713578520802,2.1818958872389596,1
2228,518500,197500,Non GLA,Non GLA,0.0,3.23369946631707,14.2589338806043,0.0,0.0,0.0,0.0,0.09413,5951.233689397207,0.67595206,8.11957755881966,815.33950712,0.0,0.0,1407.3848967131596,0.0,13.502137456451301,1.7571416748472968,1.214606604163791,0
2229,520500,197500,Non GLA,Non GLA,0.0,2.08625750349909,14.1997639239942,0.0,0.0,0.0,0.0,0.13195,4686.72142203483,19.79150888,6.23677732967021,0.0,0.0,0.0,2016.0743391398923,0.0,10.329106962229119,1.656274801109344,0.9083717672004791,0
2230,522500,197500,Non GLA,Non GLA,0.0,8.93379753016017,6.58663862356529,0.0,0.0,0.0,0.0,0.02577,589.0656666420858,0.0,0.53607398326631,0.0,0.0,0.0,94.11916421871949,0.0,2.0887673713686934,0.19313333708514732,0.14827548713659425,0
2231,522500,197500,Outer,Barnet,0.0,0.0202797550725986,0.0,0.0,0.0,0.0,0.0,0.00145,65.38307318544888,0.0,0.0012171201246409,0.0,0.0,0.0,6.840360223350791,0.0,0.08765293818881213,0.018310122677138652,0.008766125701422958,0
2232,524500,197500,Outer,Non GLA,0.0,0.0058109570922809,0.0,0.0,0.0,0.0,0.0,0.0,26.897853789974498,0.0,0.0054849983318298,0.0,0.0,0.0,87.9053930478234,0.0,0.2677319820746236,0.060996535702733376,0.022875210672973243,0
2233,524500,197500,Outer,Barnet,0.0,4.77244836865247,0.0,0.0,0.0,0.0,0.0,0.02108,3014.815638148059,0.0,4.5047986391042,0.0,0.0,0.0,1767.5845863841637,0.0,6.691977424940154,1.5008871515088775,0.9468238324344168,0
2234,526500,197500,Outer,Enfield,0.0,1.14343736618341,0.0,0.0,0.0,18.30842335,0.0,0.03083,2297.224434680234,0.202973989,2.70880763905105,263.03210623999996,0.0,0.0,244.87639931889112,0.0,5.0227686748218545,0.49069508760022945,0.3602862716528069,0
2235,526500,197500,Outer,Barnet,0.0,0.140676665299142,0.0,0.0,0.0,0.0,0.0,0.0,422.2044888961236,0.071194513,0.333263908264634,129.87663382,0.0,0.0,37.724798446619275,0.0,1.8212001393379484,0.19110926721749505,0.1518673376363716,0
2236,528500,197500,Outer,Enfield,0.0,5.94583474336685,0.0,0.0,0.0,31.3735893,0.0,0.00108,937.8653979702648,0.0,0.235349819228655,0.0,0.0,0.0,49.32700116690303,0.0,2.0405842868375434,0.17369566908882694,0.14188892897462735,0
2237,530500,197500,Outer,Enfield,0.0,8.86648970307189,0.0,0.0,0.0,31.3735893,0.0,0.0002,1718.7191893983777,0.0,0.941389224993427,0.0,0.0,0.0,128.63227299462406,0.0,3.0109111715581935,0.31157991505051946,0.24681397948806813,0
2238,532500,197500,Outer,Enfield,0.0,0.521564189267288,0.0,0.0,0.0,122.4930192,0.0,0.0045,9425.468846479196,1.379514304,7.41352726347359,36.701235434,0.0,0.0,2527.1682288722077,0.0,12.0370037306992,3.0877394242991256,2.349315430683368,0
2239,534500,197500,Outer,Enfield,0.0,1.66898599847685,0.0,0.0,0.0,70.22526701,0.0,0.02394,6433.938330772242,0.889156499,8.00180673712393,2.364932361,0.0,0.0,6829.209017670946,0.0,20.41853628547618,3.813672991369832,1.9137653868966265,0
2240,536500,197500,Outer,Enfield,0.0,0.0,0.0,0.0,0.0,15.21404194,0.0,0.01098,8134.103602843223,645122.5569412,3.1772263290573,11.38154682,0.0,3.69427,3443.1486100703214,0.0,325.6333587399361,4.468198753932386,3.3247761444815422,1
2241,518500,195500,Non GLA,Non GLA,0.0,5.21564487839264,0.0,0.0,0.0,0.0,0.0,7e-05,2911.003575310501,0.0,4.47165159130505,0.0,0.0,0.0,1634.8243056454696,0.0,6.848099537861786,1.1049900669099824,0.5904070806287289,0
2242,520500,195500,Non GLA,Non GLA,0.0,1.56848069975348,0.0,0.0,0.0,0.0,0.0,0.0,4485.422652396145,14.96917813,3.42083547686748,0.0,0.0,0.0,2130.9877022991864,0.0,9.01168205346479,1.5509718661394332,0.8638591001517191,0
2243,520500,195500,Outer,Barnet,0.0,0.266889757627554,0.0,0.0,0.0,0.0,0.0,0.1921,447.4136421668478,6.174831749,0.582083301893995,0.0,0.0,0.0,2626.4643543332895,0.0,6.619489751771454,1.4193516027728577,0.5562336430889666,0
2244,522500,195500,Outer,Barnet,0.0,7.30190238189173,0.0,0.0,0.0,207.1516444,0.0,0.28188,2244.0434657923197,1.568505891,3.41257614828595,0.0,0.0,0.0,1503.6884379028477,0.0,6.296122076660016,1.0944125824363016,0.5326389245643124,0
2245,524500,195500,Outer,Barnet,0.0,2.71213527704978,0.0,0.0,0.0,156.4197251,0.0,0.02755,7686.266038989655,0.600749262,8.70795252572134,0.0,0.0,0.0,1454.4256392342256,0.0,8.337381233371708,2.4767154065954764,1.0644910247388075,0
2246,526500,195500,Outer,Barnet,0.0,0.0,0.0,0.0,0.0,235.4906723,0.0,0.0,8792.014222977667,3.867123561,10.3554037733022,419.35859737000004,0.0,0.0,3348.9011812375566,0.0,18.11195497359787,2.9235990943634116,1.6374898134909945,0
2247,528500,195500,Outer,Enfield,0.0,0.859514823727499,0.0,0.0,0.0,31.3735893,0.0,0.0,4612.74929258849,0.846206911,4.65415594783362,0.0,0.0,0.0,3370.3448082072928,0.0,11.145316330634184,2.437387810313425,1.2650118273332756,0
2248,528500,195500,Outer,Barnet,0.0,0.104830113802713,0.0,0.0,0.0,0.0,0.0,0.0,967.0432409651708,0.295523915,0.567639528797517,0.0,0.0,0.0,317.4083971360847,0.0,1.3423997377988826,0.3258841338731468,0.20751792718422932,0
2249,530500,195500,Outer,Enfield,0.0,1.87760943489394,0.0,0.0,0.0,66.44324529,0.0,0.00138,6946.073334951624,0.938427934,9.29621692148989,0.0,0.0,0.0,1574.0104576985173,0.0,7.684108034006139,1.4816197777124518,0.9955581387984189,0
2250,532500,195500,Outer,Enfield,0.0,2.29488392563595,0.0,0.0,0.0,110.0224502,0.0,0.0006,5914.812061859987,0.0,7.884227739591,0.0,0.0,0.0,1985.1116295970169,0.0,8.451169586083058,1.7129417649590633,1.0195524622654193,0
2251,534500,195500,Outer,Enfield,0.0,0.0,0.0,0.0,0.0,2.750561254,0.0,0.00189,8317.25949757157,7.508001663,4.3539243279345,10.03079754,0.0,0.0,5464.67118267806,0.0,19.03126029718935,4.040132300467447,2.35031869512115,0
2252,536500,195500,Outer,Enfield,0.0,1.04312912496452,0.0,0.0,0.0,105.1971708,0.0,0.16683,7563.25857673924,13.14296216,0.823725623790443,7.499631881,0.0,11.8341,5536.551070299424,0.0,24.325974931992786,5.4887091064528075,3.8304776711441613,0
2253,538500,195500,Non GLA,Non GLA,0.0,0.527749854190054,0.0,0.0,0.0,0.0,0.0,0.0,204.80686745698762,0.029519474,0.219340459406125,0.0,0.0,0.0,1.5245946579919327,0.0,0.2941277082092359,0.030732581740521608,0.02150227698611387,0
2254,538500,195500,Outer,Waltham Forest,0.0,1.59889771985758,44.6662339165507,0.0,0.0,0.0,0.0,0.31984,1585.0377439694655,0.051381317,0.664524971231252,0.0,0.0,0.0,99.43974090533807,0.0,1.8700245886561135,0.411101129931295,0.3661479215024719,0
2255,540500,195500,Non GLA,Non GLA,0.0,0.183541897532721,0.0,0.0,0.0,0.0,0.0,0.29177,916.2454680075217,0.0,0.414106484471857,0.0,0.0,0.0,1208.4564277730153,0.0,3.6211881531373526,0.7377260712143647,0.32928310865168164,0
2256,540500,195500,Outer,Waltham Forest,0.0,0.0008031586167365,0.0,0.0,0.0,0.0,0.0,0.27232,63.79674358109838,0.0,0.0018118587953188,0.0,0.0,0.0,0.0,0.0,0.11238887637063143,0.021149668309503544,0.012914036331698596,0
2257,510500,193500,Non GLA,Non GLA,0.0,3.85952275048205,10.8564118299961,0.0,0.0,0.0,0.0,0.00078,3257.728816532057,0.0,4.11856864508515,0.0,0.0,0.0,466.4589781093223,0.0,2.875980985867217,0.7252205430211235,0.5705593416638705,0
2258,512500,193500,Non GLA,Non GLA,0.0,3.02500735834538,0.0,0.0,0.0,0.0,0.0,0.0,4506.182968631596,0.51727991,7.53103673521826,0.0,0.0,0.0,1310.659213290619,0.0,5.277110027525528,1.152549763645951,0.7221911591250382,0
2259,514500,193500,Non GLA,Non GLA,0.0,1.98341811834957,0.0,0.0,0.0,0.0,0.0,0.0,1565.3232126768967,0.360619825,1.05772094663813,0.0,0.0,0.0,156.4597000888357,0.0,1.8603832954147026,0.2598807507366204,0.19833245941156685,0
2260,514500,193500,Outer,Harrow,0.0,0.973955223023226,0.0,0.0,0.0,159.8645758,0.0,0.12884,228.17016921144142,0.252703974,0.519392820043943,0.0,0.0,0.0,570.2301247865238,0.0,2.2673885316313256,0.9263897504324058,0.23447522423013148,0
2261,516500,193500,Outer,Harrow,0.0,2.39914376696358,0.0,0.0,0.0,23.44860539,0.0,0.10251,2814.524097090398,0.306995098,4.11853597634127,0.0,0.0,0.0,850.2970970425687,0.0,4.6106223693328845,1.8442407818361748,0.43941204295406644,0
2262,518500,193500,Outer,Barnet,0.0,9.05593959358925,0.0,0.0,0.0,0.0,0.0,0.0,1040.2897269983428,0.0,1.13510817493473,0.0,0.0,0.0,1890.1543119404996,0.0,5.913673914771816,0.9127190011993597,0.44728048343818866,0
2263,518500,193500,Outer,Harrow,0.0,0.0029901983444672,0.0,0.0,0.0,0.0,0.0,0.00305,58.07826686393045,0.0,0.0003744340644972,0.0,0.0,0.0,79.45799484411647,0.0,0.25945525316245494,0.0553992973290044,0.022748676047144378,0
2264,520500,193500,Outer,Barnet,0.0,2.08622839273139,0.0,0.0,0.0,16.41741248,0.0,0.02258,4770.653606505942,1.74786182,7.41342339362125,968.3342875999999,0.0,0.0,10937.611489474391,0.0,35.90012970960624,5.526391858823776,2.260021887171494,1
2265,522500,193500,Outer,Barnet,0.0,8.13629162736833,0.0,0.0,0.0,0.0,0.0,0.52476,1596.4162323351036,0.0,1.76510060856218,0.0,0.0,0.0,1922.3987848476822,0.0,7.17369211575394,1.363989887612874,0.6105490925187423,0
