Grid ID 2019,Easting,Northing,Borough,Zone,share_Accidental Fires,share_Agriculture,share_Aviation,share_Biomass,share_Commercial Cooking,share_Construction,share_Forestry,share_Gas Leakage,share_Heat and Power Generation,share_Industrial Processes,share_Machinery,share_Rail,share_Resuspension,share_River,share_Road Transport,share_Waste,nox,pm10,pm2.5,co2,cluster,cluster_name
40,507500,200500,Non GLA,Non GLA,0.0,0.009391132276445,0.0,0.0,0.0,0.0,0.0,0.0,0.0274610921398874,0.0,0.0002592053200584,0.0,0.0,0.0,0.9628845117268624,4.058536746719818e-06,25.92521936809847,5.712233359518832,1.4014282439816057,13784.198538390376,2,Road Transport-dominated
41,508500,200500,Non GLA,Non GLA,0.0,0.0126674856585652,0.0,0.0,0.0,0.0,0.0,0.0,0.1285127109594764,0.000939743829389,0.00401071155928,0.3624268957419027,0.0,0.0056526155825951,0.4855170946178535,0.0002727420509376,11.249659395873053,1.8424227529460575,0.9176876767298924,5559.837694792564,2,Road Transport-dominated
42,509500,200500,Non GLA,Non GLA,0.0,0.0313944126919921,0.0,0.0,0.0,0.0,0.0,0.0,0.5694581766937756,0.0013993970449986,0.0056649527044138,0.0,0.0,0.0,0.3919650949755585,0.000117965889261,4.067083763211262,0.5000393502294526,0.3137299123301479,3598.9316139731604,1,Heat and Power Generation-dominated
43,510500,200500,Non GLA,Non GLA,0.0,0.0008591673236669,0.0,0.0,0.0,0.0,0.0,0.0,0.4054692460021257,0.0005572014396068,0.0085252272738917,0.0,0.0,0.0,0.5843762798815912,0.0002128780791172,9.909342667699336,2.0224285237961563,1.324171762455114,9371.847165777745,2,Road Transport-dominated
44,511500,200500,Non GLA,Non GLA,0.0,0.0040091634313624,0.0,0.0,0.0,0.0,0.0,0.0,0.29197110682177,0.0,0.0058952675963879,0.0,0.0,0.0,0.6979772551273121,0.0001472070231674,12.538780851941317,2.552578993345873,1.5138768507830809,9154.818231963018,2,Road Transport-dominated
45,512500,200500,Non GLA,Non GLA,0.0,0.0036267024570575,0.0,0.0,0.0,0.0,0.0,0.0,0.095243551913496,0.0020074357105974,0.0015662869064521,0.0004808425572325,0.0,0.0,0.8970506561293703,2.4524325794007065e-05,18.99998630025808,2.4599534353945414,0.8983292534168784,9626.161935233422,2,Road Transport-dominated
46,513500,200500,Non GLA,Non GLA,0.0,0.0883171103680355,0.0,0.0,0.0,0.0,0.0,0.0,0.7453271873894888,0.0,0.0014685218240492,0.0,0.0,0.0,0.1648641868633357,2.2993555090661883e-05,1.9611418763216208,0.19977335314553,0.146705483726146,987.4596953385872,1,Heat and Power Generation-dominated
47,514500,200500,Non GLA,Non GLA,0.0,0.1421843947987856,0.0,0.0,0.0,0.0,0.0,0.0,0.8156951761581155,0.0,0.002725621470267,0.0,0.0,0.0,0.0393521308178832,4.267675494841838e-05,2.817685260796908,0.1863769999266067,0.1514304245962403,1164.597193048278,1,Heat and Power Generation-dominated
48,515500,200500,Non GLA,Non GLA,0.0,0.0587114786524881,0.0,0.0,0.0,0.0,0.0,0.0,0.6289121693256037,0.0001970637260933,0.0082535268827813,0.073072857999012,0.0,0.0,0.2307103217806327,0.0001425816333885,3.838331970042721,0.5375703307031291,0.3989827676152671,2955.284460552328,1,Heat and Power Generation-dominated
49,516500,200500,Non GLA,Non GLA,0.0,0.0052983172230295,0.0,0.0,0.0,0.0,0.0,0.0,0.207280889087618,0.0042858441631087,0.0047222116919673,0.5135291080680695,0.0,0.0,0.2645042602633146,0.0003793695028921,12.807312611241915,1.5599227835256544,0.9644247524664876,6371.408546259647,1,Heat and Power Generation-dominated
50,517500,200500,Non GLA,Non GLA,0.0,0.0780590917846606,0.0,0.0,0.0,0.0,0.0,0.0,0.6282418420543401,0.0,0.001890413547517,0.0,0.0,0.0,0.291754599017339,5.4053596143197706e-05,3.0469308149190755,0.3635373972877626,0.2446444759757734,1566.6137210720872,1,Heat and Power Generation-dominated
51,518500,200500,Non GLA,Non GLA,0.0,0.0383795267936747,0.0,0.0,0.0,0.0,0.0,0.0,0.439968713082073,0.0651507838893371,0.0061209628524723,0.0,0.0,0.0,0.4497768092719854,0.0006032041104574,4.861945061751471,0.7044680978379108,0.4021640144695397,3311.736083069725,1,Heat and Power Generation-dominated
52,519500,200500,Non GLA,Non GLA,0.0,0.0697651643178062,0.0,0.0,0.0,0.0,0.0,0.0,0.6224225040783585,0.0038842916970349,0.0060960979834484,0.0,0.0,0.0,0.2977179237561855,0.0001140181671663,3.14949492833876,0.4204721262164974,0.2654913302612627,2104.860139471283,1,Heat and Power Generation-dominated
53,520500,200500,Non GLA,Non GLA,0.0,0.1801772919004048,0.0,0.0,0.0,0.0,0.0,0.0,0.7553567572820352,0.0,0.0,0.0,0.0,0.0,0.0644659508175599,0.0,2.228296233692709,0.2008623379386195,0.1642829307619417,695.8979186113596,1,Heat and Power Generation-dominated
54,521500,200500,Non GLA,Non GLA,0.0,0.0225629410030231,0.0,0.0,0.0,0.0,0.0,0.0,0.1446816635862559,0.0,0.0014498081709541,0.0,0.0,0.0,0.8312828866959248,2.2700543841971663e-05,11.9187339530849,2.266831981934372,0.5914150259247327,6124.857345200744,2,Road Transport-dominated
55,522500,200500,Non GLA,Non GLA,0.0,0.0034812741500145,0.0,0.0,0.0,0.0,0.0,0.0,0.0502223584078994,0.0,0.0006369688090368,0.0,0.0,0.0,0.9456222205252528,3.717810779635314e-05,34.6639291550958,7.758622862351208,1.9702890615373043,17846.781080499415,2,Road Transport-dominated
56,523500,200500,Non GLA,Non GLA,0.0,0.0744774136516597,0.0,0.0,0.0,0.0,0.0,0.0,0.3771064716458274,0.0,0.0021218603518199,0.0,0.0,0.0,0.5462610310744249,3.322327626809521e-05,5.4290952273155,1.5357620724811722,0.8452342870873795,3326.8001534110467,2,Road Transport-dominated
57,524500,200500,Non GLA,Non GLA,0.0,0.0069491155211237,0.0,0.0,0.0,0.0,0.0,0.0,0.0878602346833496,0.0,0.0015082214989408,0.0,0.0,0.0,0.9036366973390614,4.573095752446007e-05,28.642800728031883,6.35275150157083,1.6713534280352356,17621.844939980823,2,Road Transport-dominated
58,538500,200500,Non GLA,Non GLA,0.0,0.0048798904421226,0.0,0.0,0.0,0.0,0.0,0.0,0.4104147753629782,0.313590641314361,0.0100284420113189,0.0,0.0,0.0,0.25518675001097,0.0058995008582491,5.456376009272318,1.2757348177687045,1.0890613478156073,5994.859161436608,1,Heat and Power Generation-dominated
59,539500,200500,Non GLA,Non GLA,0.0,0.008019425655277,0.0,0.0,0.0,0.0,0.0,0.0,0.6445657506538419,0.0035019910201046,0.0196902940241622,0.0,0.0,0.0,0.3229256616724745,0.0012968769741394,3.9978803256844064,0.8655246001096505,0.6936690599437565,6879.343383559301,1,Heat and Power Generation-dominated
