Grid ID 2019,Easting,Northing,Borough,Zone,share_Accidental Fires,share_Agriculture,share_Aviation,share_Biomass,share_Commercial Cooking,share_Construction,share_Forestry,share_Gas Leakage,share_Heat and Power Generation,share_Industrial Processes,share_Machinery,share_Rail,share_Resuspension,share_River,share_Road Transport,share_Waste,nox,pm10,pm2.5,co2
11,510500,202500,Non GLA,Non GLA,0.0,0.01652490583238998,0.0,0.0,0.0,0.0,0.0,0.0,0.04210349938832448,0.0,3.636892659591836e-05,0.0,0.0,0.0,0.9413346564032478,5.694494418267753e-07,26.39603592617823,5.7057120206991,1.2053400477029423,15011.193310522427
12,511500,202500,Non GLA,Non GLA,0.0,0.01864760295781722,0.0,0.0,0.0,0.0,0.0,0.0,0.041305404339235456,0.0,0.00012146239803267329,0.0,0.0,0.0,0.9399236284929736,1.9018119410083777e-06,23.71087424653338,3.2511641413160857,1.019517555278546,9983.680595226699
13,512500,202500,Non GLA,Non GLA,0.0,0.006714927194629909,0.0,0.0,0.0,0.0,0.0,0.0,0.08347969387725068,0.0004918415570302264,0.003693117040863737,0.0,0.0,0.0,0.9053815886632636,0.00023883166696186354,17.935725182038382,4.220669048941154,1.3533830796239643,11518.641390342944
14,513500,202500,Non GLA,Non GLA,0.0,0.004065100940694448,0.0,0.0,0.0,0.0,0.0,0.0,0.04199670234442816,0.0004881793493199265,0.0018246860573267075,0.0002737153772186608,0.0,0.0,0.9512733958039505,7.822012706157858e-05,25.25347706160496,5.773702214432368,1.3083012193387695,15847.322992759586
15,514500,202500,Non GLA,Non GLA,0.0,0.010797814585173128,0.0,0.0,0.0,0.0,0.0,0.0,0.030207339281074115,2.6568423018111317e-05,0.00016481838176529462,9.661849149877345e-05,0.0,0.0,0.9587041290047512,2.711832719284092e-06,23.298221335080317,5.199779059256922,1.0875607809829921,13556.100397146924
16,515500,202500,Non GLA,Non GLA,0.0,0.00487007038249909,0.0,0.0,0.0,0.0,0.0,0.0,0.019231216715521773,0.023918447958086574,0.00034630911187900876,0.19642139275906725,0.0,0.0,0.755113451413379,9.911165956739055e-05,33.26484399799868,6.428106627362471,1.7576381755416213,15423.690092226381
17,516500,202500,Non GLA,Non GLA,0.0,0.013804843728450917,0.0,0.0,0.0,0.0,0.0,0.0,0.029473700032126536,0.0,4.0881375031849485e-05,0.0,0.0,0.0,0.9566799347594866,6.401049040470906e-07,23.482131533247262,5.151413018658812,1.0393695387687643,13436.306674805137
18,517500,202500,Non GLA,Non GLA,0.0,0.009453165616258778,0.0,0.0,0.0,0.0,0.0,0.0,0.0423990859596615,0.0024738427800915074,0.0006850128767877069,0.0,0.0,0.0,0.9449547728522871,3.4119914913238916e-05,25.22562488699935,5.603940749867604,1.2397520531372284,14251.031670294791
19,518500,202500,Non GLA,Non GLA,0.0,0.015408002506629848,0.0,0.0,0.0,0.0,0.0,0.0,0.10084200196629226,0.0,0.00023241578663274983,0.0,0.0,0.0,0.8835139406647868,3.6390756584324828e-06,16.522006504340045,3.6143807036877327,0.9041084691982584,8612.739911968145
20,519500,202500,Non GLA,Non GLA,0.0,0.07471496283394785,0.0,0.0,0.0,0.0,0.0,0.0,0.33092827176669115,0.0,0.0009390745773170581,0.0,0.0,0.0,0.5934029871521762,1.4703669867714945e-05,5.111318360361932,0.8040176151541406,0.29217086345605664,2261.881909982192
21,520500,202500,Non GLA,Non GLA,0.0,0.010067304981569995,0.0,0.0,0.0,0.0,0.0,0.0,0.04852300437426802,0.0,0.00011087277343810507,0.0,0.0,0.0,0.9412970818681191,1.7360026048448032e-06,34.63406767398376,6.856546610788457,1.4707853704779164,18042.007773679627
22,507500,201500,Non GLA,Non GLA,0.0,0.010792141273632783,0.0,0.0,0.0,0.0,0.0,0.0,0.029288428575867685,0.0,0.00015626358393518844,0.0,0.0,0.0020628034181430365,0.9576979164336452,2.4467147760938127e-06,24.573354665871076,6.400588194219771,1.6171412458041319,14088.522274307563
23,508500,201500,Non GLA,Non GLA,0.0,0.004555858938489561,0.0,0.0,0.0,0.0,0.0,0.0,0.12115762321063243,0.0018077930076397842,0.004665525287095445,0.2310899666633514,0.0,0.0011120593352684307,0.6352919914741312,0.0003191820833917377,15.6376547981609,2.958442779091267,1.2025579341833836,10059.477731596678
24,509500,201500,Non GLA,Non GLA,0.0,0.016704190523886542,0.0,0.0,0.0,0.0,0.0,0.0,0.5066036859238585,0.027041414314345088,0.013742663364398656,0.0,0.0,0.0,0.4344951273571878,0.0014129185163234636,4.750070558693368,1.102874976354449,0.8604898079779838,5856.273897275524
25,510500,201500,Non GLA,Non GLA,0.0,0.01590654863416844,0.0,0.0,0.0,0.0,0.0,0.0,0.47359226936670423,0.015690168009901143,0.010070138623836995,0.0,0.0,0.0,0.4840150385749338,0.0007258367904554402,6.768383419029374,1.2955794211740221,0.9198507262869292,6817.509514494464
